-50,-89,-81
-48,-91,-83
-52,-94,-82
-54,-94,-89
-64,-91,-91
-66,-96,-88
-63,-92,-83
-49,-91,-82
-50,-91,-83
-50,-91,-87
-54,-97,-83
-64,-91,-83
-49,-90,-83
-49,-97,-82
-55,-90,-82
-54,-89,-82
-66,-90,-83
-62,-96,-82
-64,-90,-89
-64,-91,-90
-49,-91,-83
-49,-99,-82
-49,-98,-83
-63,-89,-88
-65,-98,-89
-64,-90,-82
-49,-98,-82
-49,-101,-82
-55,-91,-82
-55,-89,-91
-54,-89,-83
-64,-91,-82
-64,-92,-88
-49,-98,-90
-55,-99,-82
-63,-90,-82
-63,-100,-81
-49,-90,-82
-49,-90,-88
-49,-96,-82
-64,-88,-82
-63,-98,-82
-63,-98,-83
-49,-89,-82
-49,-89,-89
-49,-96,-90
-49,-90,-82
-54,-91,-82
-56,-99,-82
-55,-98,-82
-64,-89,-89
-50,-89,-89
-50,-99,-82
-49,-90,-83
-49,-100,-89
-54,-89,-82
-61,-99,-82
-65,-88,-82
-49,-89,-91
-49,-98,-89
-49,-90,-90
-49,-90,-82
-55,-90,-82
-55,-90,-82
-62,-90,-82
-62,-89,-89
-49,-90,-89
-49,-91,-86
-49,-90,-82
-49,-91,-83
-50,-90,-89
-54,-98,-89
-55,-90,-90
-55,-89,-82
-62,-99,-82
-63,-98,-82
-64,-99,-89
-49,-98,-82
-49,-89,-82
-49,-91,-89
-49,-90,-82
-63,-90,-82
-62,-99,-82
-49,-89,-90
-49,-98,-89
-54,-100,-82
-54,-96,-83
-62,-97,-90
-63,-91,-82
-63,-91,-82
-49,-90,-82
-49,-90,-82
-54,-89,-91
-63,-96,-91
-62,-98,-82
-61,-89,-82
-49,-98,-82
-49,-97,-90
-55,-98,-90
-62,-90,-83